,location,size,total_sqft,price
3218,JP Nagar,2,1300.0,90.87
3219,Rajaji Nagar,2,1216.0,97.16
3221,Begur,3,1559.0,63.0
3222,Harlur,2,1290.0,87.0
3224,Whitefield,1,905.0,55.0
3225,other,2,1069.0,55.0
3226,Sarjapura - Attibele Road,2,829.0,22.8
3229,Sarjapur  Road,3,1300.0,60.0
3230,Channasandra,2,1115.0,33.45
3232,Ambedkar Nagar,3,2150.0,125.0
3233,Marathahalli,3,1305.0,69.0
3234,Kanakpura Road,2,1252.0,56.32
3236,Whitefield,2,1200.0,46.13
3238,Electronic City Phase II,2,545.0,35.0
3239,other,2,1375.0,105.0
3240,Subramanyapura,2,1313.0,66.5
3242,other,3,1693.0,108.0
3243,other,2,1160.0,41.75
3245,Subramanyapura,3,1255.0,79.0
3246,KR Puram,4,1000.0,75.0
3247,other,2,900.0,45.0
3248,Yelahanka New Town,3,1700.0,90.0
3249,Indira Nagar,3,1875.0,180.0
3250,Uttarahalli,3,1700.0,88.0
3251,Harlur,3,1749.0,115.0
3252,Dasanapura,2,1500.0,65.0
3253,other,2,1175.0,48.0
3254,Akshaya Nagar,2,1280.0,60.0
3255,other,2,1200.0,50.0
3256,Ramagondanahalli,3,1610.0,115.0
3257,Electronic City,2,1070.0,46.0
3258,TC Palaya,2,1200.0,66.0
3259,9th Phase JP Nagar,2,1127.0,50.0
3260,Indira Nagar,2,1210.0,102.0
3261,other,2,600.0,23.0
3263,other,2,1364.0,70.0
3264,Whitefield,4,2268.0,146.0
3265,other,3,1150.0,77.5
3266,other,2,1146.0,39.5
3267,Magadi Road,2,1345.0,55.0
3268,other,2,1110.0,41.0
3269,Kengeri,2,750.0,36.0
3270,other,2,1156.0,49.5
3271,other,2,1247.0,59.8
3272,other,2,1058.0,60.0
3273,Kaggalipura,2,950.0,48.0
3274,other,2,420.0,35.0
3275,other,4,600.0,90.0
3276,Vijayanagar,3,1520.0,103.0
3278,other,1,900.0,30.0
3279,Hennur Road,3,2350.0,174.0
3280,Thanisandra,2,1050.0,46.0
3281,other,3,1672.0,150.0
3283,other,3,1500.0,65.0
3284,other,2,1400.0,65.0
3286,8th Phase JP Nagar,4,2700.0,130.0
3287,Bommasandra,2,920.0,37.46
3288,Sarjapur  Road,3,1200.0,70.0
3289,other,3,1250.0,139.0
3290,Hosakerehalli,3,1817.0,153.0
3294,Haralur Road,2,1464.0,56.0
3295,other,2,1468.0,130.0
3296,Electronics City Phase 1,3,1555.0,82.0
3298,Whitefield,2,1150.0,55.0
3299,Kadubeesanahalli,2,970.0,35.0
3300,Banashankari,4,2500.0,95.0
3301,other,2,1166.0,53.0
3303,Electronic City,3,1350.0,58.0
3304,other,2,900.0,46.0
3306,other,3,1190.0,55.0
3307,Kodichikkanahalli,3,1495.0,75.0
3308,Indira Nagar,2,1224.0,105.0
3309,Banashankari Stage III,3,1350.0,68.0
3310,Green Glen Layout,2,940.0,56.8
3311,Raja Rajeshwari Nagar,2,1100.0,55.0
3312,Kaikondrahalli,2,1300.0,61.0
3313,other,3,1480.0,145.0
3314,Hoodi,2,1105.0,46.37
3316,Yelahanka,3,1517.0,76.3
3318,Jalahalli,3,1615.0,89.75
3319,other,3,1500.0,65.0
3320,Mysore Road,3,1082.0,50.5
3321,Marathahalli,2,1365.0,73.0
3322,Electronic City,2,1000.0,25.0
3323,CV Raman Nagar,2,1392.0,98.0
3324,Kodigehalli,2,1086.0,33.66
3325,Hennur Road,3,1586.0,93.94
3326,Hennur,2,1100.0,60.0
3327,Electronic City Phase II,2,1065.0,30.75
3328,TC Palaya,3,1500.0,120.0
3329,7th Phase JP Nagar,3,1575.0,120.0
3330,Hennur Road,3,1975.0,123.0
3331,other,2,820.0,24.0
3332,Gubbalala,3,1745.0,110.0
3333,Nagarbhavi,2,1223.0,60.0
3334,Ananth Nagar,3,1200.0,65.0
3335,Basaveshwara Nagar,2,1200.0,90.0
3336,Binny Pete,1,665.0,46.08
3337,Bharathi Nagar,2,1351.0,70.0
3340,Thanisandra,3,1588.0,75.55
3341,Amruthahalli,2,900.0,60.0
3342,other,3,440.0,50.0
3344,Panathur,3,1370.0,75.0
3345,Whitefield,3,1500.0,71.8
3348,Hoodi,2,1247.0,53.0
3350,Balagere,2,1020.07,68.38
3351,other,3,1033.0,32.0
3352,other,3,1460.0,73.0
3353,Garudachar Palya,2,1150.0,52.8
3355,Babusapalaya,2,1141.0,46.0
3358,Hosa Road,3,1665.0,125.0
3359,Kanakapura,2,1295.0,64.0
3360,Haralur Road,2,1230.0,78.0
3361,other,3,1080.0,75.0
3362,Kaggalipura,2,1000.0,60.0
3363,Kaval Byrasandra,3,2400.0,50.0
3364,Whitefield,1,630.5,32.79
3365,Rayasandra,3,1708.0,75.0
3366,Thanisandra,3,1697.0,115.0
3368,Hosa Road,1,615.0,28.29
3369,Banashankari,3,1350.0,83.0
3371,Jalahalli,2,1083.0,32.49
3372,Gottigere,3,1460.0,65.0
3373,Babusapalaya,2,1084.0,58.0
3374,Bommasandra,2,1035.0,41.43
3375,other,3,2400.0,150.0
3376,Hosur Road,1,460.0,21.0
3378,Whitefield,2,1285.0,55.9
3380,Sarjapur,3,1200.0,78.0
3381,other,2,1070.0,35.0
3382,Hegde Nagar,3,1801.0,140.0
3383,Whitefield,3,1697.0,115.0
3384,AECS Layout,2,1199.0,65.0
3389,other,2,1125.0,75.0
3390,Anandapura,2,1200.0,67.0
3391,Subramanyapura,2,1050.0,41.0
3392,Nagarbhavi,2,956.0,49.0
3393,Sarjapur,2,1000.0,30.0
3394,other,3,1596.0,95.0
3396,Kanakpura Road,2,1296.0,89.06
3398,other,3,1639.0,123.0
3399,Electronic City Phase II,2,1219.0,61.25
3400,Uttarahalli,3,1200.0,50.0
3401,Bannerghatta Road,2,1218.0,73.0
3402,other,2,920.0,37.0
3403,Yeshwanthpur,3,2559.0,141.0
3404,other,1,525.0,26.0
3405,Bannerghatta Road,3,1427.0,48.51
3406,Kothannur,3,1270.0,45.0
3407,Ramagondanahalli,2,920.0,65.0
3408,Dommasandra,4,2700.0,68.0
3410,Ramamurthy Nagar,3,1355.0,40.0
3411,Lingadheeranahalli,3,1530.0,90.0
3412,other,3,1372.0,90.0
3415,Jakkur,3,1950.0,131.0
3416,other,2,885.0,40.0
3417,Yelahanka,2,600.0,27.0
3420,Kanakpura Road,2,1339.0,62.0
3421,Whitefield,2,1130.0,36.0
3422,Uttarahalli,2,1085.0,43.0
3423,Yeshwanthpur,3,1430.0,72.0
3424,Bhoganhalli,4,1451.5,121.0
3426,other,3,1490.0,59.6
3427,other,4,1650.0,99.0
3428,Bellandur,2,1286.0,57.0
3429,other,2,925.0,63.0
3431,Haralur Road,2,1000.0,44.0
3432,Whitefield,2,1215.0,39.0
3433,other,4,1200.0,95.0
3434,Lakshminarayana Pura,2,1336.0,100.0
3435,Yeshwanthpur,1,673.0,36.85
3436,Anandapura,2,1200.0,58.0
3438,Malleshwaram,3,1600.0,160.0
3439,other,2,1200.0,79.0
3443,Sector 2 HSR Layout,2,1143.0,65.0
3444,Kanakpura Road,2,1470.0,61.74
3445,other,4,1584.0,145.0
3446,Marathahalli,3,1785.0,94.0
3448,Kothanur,3,1460.0,71.0
3449,Kasturi Nagar,3,1500.0,80.0
3452,Chikkalasandra,2,1230.0,48.0
3453,Yelahanka New Town,1,650.0,20.0
3454,Benson Town,2,1480.0,120.0
3455,Thanisandra,2,1220.0,43.92
3456,other,3,1570.0,115.0
3458,Mallasandra,3,1665.0,86.91
3461,Ramamurthy Nagar,2,1100.0,68.0
3462,Kathriguppe,3,1350.0,87.01
3463,Kasavanhalli,3,1719.0,116.0
3464,Budigere,1,664.0,35.0
3465,Sonnenahalli,2,1011.0,50.53
3467,other,3,1680.0,85.0
3468,Yeshwanthpur,2,717.0,49.475
3469,Thyagaraja Nagar,4,700.0,110.0
3470,Whitefield,3,1520.0,150.0
3471,Uttarahalli,3,1350.0,53.0
3472,Kothanur,3,1760.0,150.0
3473,other,2,875.0,33.0
3474,Hennur,2,1231.0,48.0
3475,Somasundara Palya,2,1174.0,74.0
3476,Munnekollal,3,1560.0,75.0
3477,other,2,1464.0,56.0
3478,Kanakpura Road,3,2200.0,130.0
3479,Shivaji Nagar,2,850.0,55.0
3480,other,3,1750.0,180.0
3481,1st Phase JP Nagar,3,2024.0,157.0
3482,other,2,1500.0,160.0
3485,Devanahalli,2,1080.0,44.0
3487,Electronic City,2,1020.0,29.46
3488,Begur Road,3,1500.0,55.0
3490,Kodichikkanahalli,4,3250.0,180.0
3492,Channasandra,2,1030.0,34.5
3493,Hebbal,2,1440.0,115.0
3494,Hoodi,2,1500.0,84.0
3495,Thanisandra,1,1380.0,62.1
3496,other,2,1200.0,50.0
3497,other,1,705.0,36.5
3499,Hegde Nagar,3,1584.01,103.0
3500,other,3,1340.0,77.0
3501,other,3,1800.0,70.0
3502,R.T. Nagar,2,1200.0,45.0
3503,Sarjapur  Road,1,685.0,40.0
3504,other,2,925.0,42.0
3505,other,2,1230.0,57.0
3507,Kodichikkanahalli,2,1125.0,52.0
3508,Hebbal,2,1100.0,54.0
3509,Jigani,3,2400.0,149.0
3510,Electronic City Phase II,3,1400.0,41.58
3512,Jakkur,3,1858.0,98.3
3515,HSR Layout,2,1185.0,60.0
3517,Hennur,2,1255.0,58.0
3519,Kudlu Gate,3,1335.0,89.0
3520,Dodda Nekkundi,3,1999.0,132.0
3521,other,2,1200.0,125.0
3522,Kundalahalli,3,1397.0,110.0
3525,Yelahanka New Town,2,1200.0,130.0
3526,Chikka Tirupathi,3,1616.0,95.0
3528,other,4,1270.0,175.0
3529,Raja Rajeshwari Nagar,2,1140.0,38.55
3531,Varthur,3,1200.0,98.0
3532,other,1,700.0,162.0
3533,Balagere,2,1205.47,81.0
3534,other,3,1200.0,130.0
3535,Electronic City,3,1700.0,75.0
3537,Kanakpura Road,2,1090.0,54.54
3540,Thanisandra,1,923.0,60.84
3542,Green Glen Layout,2,1050.0,48.0
3545,other,3,1485.0,85.0
3546,Dommasandra,3,1033.0,31.5
3547,Electronic City,3,1400.0,48.0
3548,Indira Nagar,1,500.0,70.0
3549,Sarjapur  Road,2,944.0,35.0
3551,Whitefield,2,1216.0,66.48
3552,other,2,1100.0,39.5
3553,Thanisandra,3,1743.0,93.25
3554,Yelahanka,2,1274.0,48.42
3556,Mysore Road,3,1512.0,110.0
3558,Cox Town,3,1650.0,100.0
3559,Doddathoguru,3,1875.0,55.0
3560,Whitefield,3,1350.0,54.0
3561,other,2,1219.0,40.0
3562,other,4,1200.0,150.0
3563,Sarjapura - Attibele Road,3,2400.0,85.0
3564,Hormavu,2,1141.0,44.4
3565,Anandapura,2,1151.0,43.1
3566,Bommenahalli,3,832.0,77.0
3567,Sarjapur  Road,2,915.0,38.0
3569,Bannerghatta Road,2,1115.0,65.12
3570,Thigalarapalya,3,2072.0,139.0
3571,Kaggadasapura,2,1200.0,53.0
3572,Singasandra,2,1300.0,65.0
3573,Bellandur,2,1457.0,85.0
3574,Kannamangala,2,1262.0,55.0
3575,other,4,1196.0,150.0
3576,Ananth Nagar,2,900.0,22.5
3577,Attibele,1,420.0,17.0
3578,Kanakapura,2,1160.0,46.39
3579,Kasavanhalli,2,1115.0,50.0
3580,JP Nagar,3,1315.0,85.4
3581,Babusapalaya,2,1500.0,57.0
3582,HSR Layout,2,1127.0,68.0
3583,Kundalahalli,3,1397.0,104.0
3584,Whitefield,2,1173.0,60.0
3585,Sompura,2,1090.0,28.0
3587,Jakkur,2,1230.0,76.0
3589,Sarjapur  Road,2,858.0,31.57
3590,Talaghattapura,3,1868.0,121.0
3591,Uttarahalli,3,1689.28,91.2
3592,Vishwapriya Layout,4,600.0,73.0
3593,Banashankari,3,1425.0,49.88
3595,Tindlu,2,1350.0,100.0
3597,Uttarahalli,3,1310.0,85.0
3599,other,2,970.0,40.0
3600,Kundalahalli,3,1397.0,108.0
3601,Sarjapur,2,1157.0,40.0
3602,Kasavanhalli,2,1125.0,61.2
3603,Sonnenahalli,2,1157.0,42.0
3604,Sarjapur  Road,2,1241.0,82.0
3605,Binny Pete,1,660.0,62.0
3607,Rajiv Nagar,4,2340.0,148.0
3608,other,1,596.0,42.0
3610,other,4,1200.0,110.0
3612,Brookefield,2,1139.0,80.0
3614,Sarjapura - Attibele Road,2,1033.0,28.41
3615,Yeshwanthpur,2,1168.0,64.08
3616,Chandapura,2,877.0,42.0
3617,Electronics City Phase 1,2,1340.0,75.0
3618,other,3,1405.0,70.0
3619,other,3,1800.0,65.0
3620,other,3,1750.0,149.0
3621,other,3,1360.0,65.0
3622,Malleshwaram,3,675.0,148.0
3623,other,2,985.0,63.0
3624,other,2,1300.0,129.0
3626,other,3,1490.0,88.0
3627,other,2,620.0,25.0
3628,Hormavu,2,1130.0,42.3
3629,Yelachenahalli,2,1080.0,55.0
3630,Singasandra,4,3126.0,120.0
3631,Begur Road,3,1410.0,52.17
3632,Bommanahalli,3,1375.0,59.0
3633,Hennur Road,3,1290.0,94.5
3634,Hosa Road,3,1318.0,85.28
3635,Electronic City,2,1128.0,68.0
3637,Kanakpura Road,2,1051.0,56.74
3639,Kannamangala,4,2400.0,130.0
3640,Yelahanka,2,1327.0,85.0
3642,other,2,1301.0,55.0
3643,other,1,650.0,30.0
3644,Varthur,3,1200.0,67.75
3645,other,3,1500.0,89.99
3647,other,4,1350.0,145.0
3649,Sarjapur  Road,2,984.0,45.91
3650,Jakkur,3,1819.18,160.0
3651,Nagarbhavi,1,900.0,175.0
3655,Kaggadasapura,2,1118.0,30.0
3656,other,1,910.0,42.0
3657,other,3,1250.0,39.0
3658,Hosakerehalli,2,1304.0,100.0
3659,Begur Road,3,1615.0,58.0
3660,Sarjapur  Road,2,1400.0,68.0
3661,CV Raman Nagar,2,1070.0,47.5
3663,Hoodi,2,1132.0,89.37
3664,other,3,2000.0,85.0
3666,Sector 2 HSR Layout,1,794.0,65.0
3667,Raja Rajeshwari Nagar,2,1090.0,43.59
3668,Gottigere,3,1500.0,70.0
3672,Whitefield,2,1269.0,75.0
3674,Kanakpura Road,2,1070.0,37.45
3675,Talaghattapura,2,1150.0,28.0
3676,Marathahalli,2,1208.0,70.0
3677,Ramamurthy Nagar,2,1185.0,45.5
3678,Laggere,3,1200.0,130.0
3679,Anekal,2,888.0,34.0
3681,other,1,532.0,22.49
3682,other,3,1060.0,62.0
3683,Electronic City,1,700.0,35.0
3684,other,2,902.0,42.0
3687,Binny Pete,2,1365.0,122.0
3688,Doddathoguru,2,984.0,51.0
3689,Hebbal,4,2700.0,100.0
3690,Jalahalli East,3,1475.0,96.0
3691,Haralur Road,2,1300.0,79.0
3693,Babusapalaya,3,1453.0,43.59
3694,other,2,1550.0,160.0
3695,Akshaya Nagar,3,1666.0,95.0
3696,Akshaya Nagar,4,1410.0,160.0
3698,Murugeshpalya,3,1845.0,91.0
3699,Sarjapura - Attibele Road,3,1676.0,52.0
3700,Uttarahalli,2,1137.0,63.0
3701,Electronic City,3,1360.0,70.5
3702,other,3,1374.0,70.0
3703,Judicial Layout,3,1700.0,155.0
3705,other,4,2145.0,125.0
3707,Kasavanhalli,3,2170.0,151.0
3708,other,2,1080.0,55.0
3709,Electronic City Phase II,3,1790.0,100.0
3710,Doddathoguru,1,550.0,17.0
3712,Somasundara Palya,2,1033.0,48.0
3713,other,2,1000.0,80.0
3715,other,2,1240.0,52.6
3718,other,3,1500.0,97.0
3719,Marathahalli,3,1730.0,139.0
3720,Kasavanhalli,3,1915.0,80.0
3721,Whitefield,3,1545.0,79.0
3722,other,3,1865.0,140.0
3723,Hebbal Kempapura,2,1150.0,40.0
3724,other,2,1200.0,49.0
3725,Kengeri,2,963.0,40.0
3726,other,3,1200.0,120.0
3728,Kaikondrahalli,4,1700.0,108.0
3729,Lingadheeranahalli,3,1682.0,120.0
3730,Yelahanka,3,1371.0,65.0
3731,Hennur Road,2,901.0,49.5
3733,Ambalipura,3,1730.0,120.0
3734,Konanakunte,4,1200.0,125.0
3735,EPIP Zone,3,1500.0,102.0
3738,other,2,1203.0,59.86
3739,Horamavu Banaswadi,2,1357.0,54.0
3740,other,3,1600.0,76.0
3741,Yelahanka New Town,1,350.0,13.5
3742,Varthur,3,1665.0,53.0
3744,Sarjapur  Road,1,835.0,46.95
3745,other,2,815.0,160.0
3746,Haralur Road,3,1444.0,80.0
3747,Kanakapura,2,1277.0,55.0
3748,Lingadheeranahalli,3,1521.0,94.71
3749,other,2,1134.0,40.0
3750,other,2,995.0,34.82
3752,Marathahalli,2,1325.0,92.0
3754,Marathahalli,3,1525.0,90.0
3755,other,3,1320.0,73.0
3756,Electronics City Phase 1,1,650.0,23.0
3757,Old Airport Road,3,1858.0,167.0
3758,Electronic City,2,1150.0,38.0
3759,Electronic City Phase II,2,769.0,40.0
3760,Electronic City,3,1571.0,105.0
3761,Hennur Road,3,1445.0,86.56
3762,Hosur Road,3,1590.0,135.0
3763,Bommasandra,2,902.0,49.0
3764,Sarjapur,3,2238.0,140.0
3765,Electronic City,2,1090.0,31.49
3766,Yelahanka,3,1712.0,82.0
3767,Haralur Road,2,1088.0,68.0
3768,Somasundara Palya,3,1575.0,63.1
3770,Kundalahalli,3,1920.0,150.0
3771,Margondanahalli,2,1000.0,57.0
3772,other,2,1100.0,56.1
3773,Electronic City,2,1089.0,45.0
3774,Horamavu Agara,2,1106.0,43.09
3775,Kengeri,2,927.0,37.0
3776,Kanakpura Road,2,1339.0,58.0
3777,Thanisandra,1,923.0,45.69
3779,Lakshminarayana Pura,2,1175.0,75.0
3780,Thubarahalli,2,975.0,55.0
3781,Hebbal,3,2400.0,180.0
3782,Subramanyapura,3,1330.0,72.0
3783,Thanisandra,2,1183.0,59.74
3784,Harlur,3,1758.0,133.0
3787,other,3,600.0,110.0
3788,Pai Layout,2,1100.0,50.0
3789,Ramamurthy Nagar,2,1170.0,46.8
3791,Raja Rajeshwari Nagar,3,1530.0,51.77
3792,Hebbal,2,1420.0,107.0
3795,Kanakpura Road,3,1591.0,115.0
3797,other,2,675.0,52.0
3798,Hoodi,2,1055.0,57.63
3799,Iblur Village,3,1918.0,129.0
3800,Sarjapur  Road,2,1280.0,76.0
3801,Nagarbhavi,3,1560.0,66.0
3802,Sarjapur  Road,2,1145.0,49.5
3804,other,3,1801.0,139.0
3808,Hebbal,2,1320.0,92.0
3809,other,3,1350.0,65.0
3812,Bannerghatta Road,3,1344.0,42.0
3813,Bannerghatta Road,3,1893.0,100.0
3814,Chandapura,3,1107.0,43.0
3816,Lakshminarayana Pura,2,1190.0,75.0
3817,Whitefield,2,1000.0,35.0
3818,other,2,2400.0,160.0
3819,Kumaraswami Layout,2,1000.0,48.5
3820,Jalahalli,3,2113.0,155.0
3821,KR Puram,2,1100.0,46.0
3823,Harlur,4,1884.0,120.0
3824,Electronic City,2,1110.0,40.0
3826,other,3,1250.0,40.0
3827,Sarjapur  Road,3,1470.0,62.0
3828,other,2,1150.0,75.0
3829,other,3,1200.0,165.0
3830,Kudlu Gate,1,703.0,52.0
3831,other,3,1400.0,62.0
3832,Bellandur,2,1195.0,51.0
3833,other,2,1302.0,69.1
3834,Begur Road,3,1583.0,74.4
3835,other,3,1488.0,60.0
3837,Kammasandra,3,1385.0,34.63
3839,Electronic City,3,1600.0,104.0
3840,Old Airport Road,2,1150.0,90.0
3842,Sarjapur  Road,2,1263.0,78.0
3844,Kanakpura Road,2,1299.0,85.0
3845,Banashankari,2,1330.0,78.0
3846,Devanahalli,3,1282.0,52.43
3847,other,3,1853.0,82.0
3848,other,2,861.0,35.0
3849,Bannerghatta Road,3,1600.0,95.0
3850,other,2,1256.0,62.8
3851,other,3,1390.0,80.0
3852,other,3,1550.0,90.0
3854,Hebbal,2,919.0,49.0
3855,Margondanahalli,3,1625.0,80.0
3856,Gunjur,2,1195.0,44.0
3858,Yelenahalli,2,1159.0,60.0
3859,Whitefield,3,1386.0,57.46
3860,Harlur,2,1197.0,79.0
3863,Bommasandra,3,1295.0,50.28
3864,other,3,1310.0,37.83
3865,Whitefield,2,1132.0,79.28
3868,Hebbal,3,1645.0,135.0
3869,Whitefield,2,1200.0,45.84
3871,Marathahalli,3,1937.0,140.0
3872,Doddathoguru,2,1015.0,33.5
3873,other,2,1080.0,39.0
3874,Kathriguppe,3,1350.0,80.99
3875,Kengeri Satellite Town,3,1149.0,29.0
3876,Kothanur,2,1185.0,59.0
3877,Domlur,3,1720.0,135.0
3878,Hebbal,3,2080.0,175.0
3879,Tindlu,3,1500.0,87.0
3880,Yelahanka,3,1566.0,97.0
3882,other,4,1500.0,110.0
3883,KR Puram,2,1290.0,49.02
3884,other,3,1531.0,72.0
3885,other,3,1839.0,165.0
3889,Whitefield,2,1140.0,39.0
3890,Tumkur Road,3,1343.5,57.76
3891,Banashankari Stage III,4,2000.0,100.0
3892,Kaval Byrasandra,2,1100.0,46.0
3893,other,2,1200.0,55.0
3894,Bannerghatta,3,1618.0,68.0
3896,Uttarahalli,3,1315.0,74.0
3897,Anandapura,2,1141.0,42.75
3898,AECS Layout,2,1080.0,55.0
3899,HBR Layout,2,1200.0,60.0
3900,Varthur,2,1111.0,41.88
3901,NGR Layout,2,1022.0,45.9
3902,Bannerghatta Road,2,1275.0,65.0
3903,other,2,900.0,70.0
3904,Rachenahalli,2,1224.0,39.2
3905,Battarahalli,2,1135.0,43.0
3906,Rachenahalli,2,1050.0,52.1
3908,Nagavarapalya,2,1392.0,130.0
3909,Bellandur,2,1050.0,72.0
3910,Hosa Road,3,1513.0,103.0
3911,Gottigere,3,1621.0,72.0
3912,Bannerghatta Road,2,892.0,39.0
3913,Whitefield,2,1205.0,40.0
3918,Indira Nagar,2,1400.0,168.0
3919,Kengeri,2,726.0,35.0
3920,other,3,1500.0,149.0
3922,Horamavu Agara,2,1079.0,41.0
3923,Begur Road,2,1170.0,46.0
3924,Doddathoguru,2,1104.0,39.0
3925,Kanakpura Road,2,950.0,45.0
3927,other,3,1650.0,52.0
3928,Kogilu,3,1559.0,127.0
3929,other,2,1100.0,38.0
3930,Benson Town,3,1750.0,150.0
3931,Ramagondanahalli,2,1215.0,45.5
3932,Talaghattapura,3,1868.0,135.0
3933,Electronic City,2,1130.0,32.63
3935,Sarjapur  Road,3,1691.0,98.0
3937,Hulimavu,2,1225.0,55.0
3938,JP Nagar,3,1690.0,112.0
3940,Kasturi Nagar,4,1896.0,125.0
3941,Sonnenahalli,1,605.0,40.0
3943,Electronic City Phase II,2,900.0,32.5
3944,other,1,750.0,50.0
3945,Hoodi,3,780.0,62.0
3946,Ananth Nagar,2,908.0,26.0
3950,Iblur Village,2,1400.0,68.0
3952,Hulimavu,2,1255.0,74.0
3953,Electronic City,3,1500.0,100.0
3954,Thanisandra,2,1296.0,72.0
3955,Horamavu Banaswadi,2,925.0,38.0
3956,Raja Rajeshwari Nagar,2,1023.0,42.0
3957,other,2,600.0,75.0
3958,Thanisandra,2,1020.0,44.5
3959,Choodasandra,3,1530.0,77.0
3960,Gubbalala,3,1650.0,71.0
3961,other,3,1605.0,85.0
3962,Hosakerehalli,2,1925.0,50.0
3963,Kogilu,2,1190.0,50.66
3964,Jakkur,3,1374.0,68.0
3965,6th Phase JP Nagar,2,1140.0,65.0
3966,Green Glen Layout,3,1725.0,130.0
3967,Bisuvanahalli,3,1075.0,50.0
3968,Kannamangala,3,1574.0,93.34
3969,Sanjay nagar,1,965.0,32.0
3970,Marathahalli,3,1550.0,83.0
3971,other,2,1205.0,60.0
3972,Kambipura,3,1082.0,55.0
3973,Uttarahalli,3,1215.0,52.85
3975,other,2,1200.0,46.14
3976,other,1,1500.0,19.5
3979,Kanakpura Road,3,1452.0,60.98
3980,Electronic City Phase II,3,1329.0,41.0
3981,other,2,1125.0,44.0
3982,other,2,1200.0,70.0
3983,Sarjapur  Road,3,1350.0,39.97
3984,Uttarahalli,3,1312.5,51.19
3986,other,2,1200.0,160.0
3988,Pai Layout,2,1255.0,80.0
3989,other,3,1904.0,155.0
3990,Somasundara Palya,2,1329.0,70.0
3991,Chandapura,2,1200.0,60.0
3992,Murugeshpalya,3,2135.0,160.0
3994,other,1,813.0,39.0
3997,Kalena Agrahara,2,800.0,30.0
3998,other,4,4750.0,120.0
3999,Hormavu,3,1500.0,70.0
4000,Bannerghatta Road,3,1880.0,95.0
4001,Electronic City,3,1440.0,55.0
4002,Akshaya Nagar,3,1575.0,90.0
4003,other,3,1630.0,97.78
4004,Yelahanka,3,1180.0,55.0
4005,other,2,1090.0,36.0
4007,other,4,2425.0,173.0
4008,Varthur,2,1097.0,33.82
4009,Raja Rajeshwari Nagar,2,1070.0,50.0
4010,Kumaraswami Layout,2,1000.0,58.0
4012,other,2,1150.0,56.0
4013,Frazer Town,3,1900.0,145.0
4014,other,2,1141.0,49.0
4015,Jigani,2,937.0,44.0
4016,Green Glen Layout,2,1075.0,60.0
4017,Panathur,2,1000.0,65.3
4018,Kasavanhalli,3,1450.0,77.41
4020,other,2,936.0,43.0
4021,other,2,1280.0,75.0
4022,Babusapalaya,2,1050.0,45.0
4023,Marathahalli,2,1350.0,86.0
4025,Devanahalli,2,1174.0,59.0
4026,Hosur Road,3,1890.0,162.0
4027,other,1,735.0,75.0
4028,other,1,500.0,24.0
4029,Gottigere,3,1304.0,80.0
4030,Yelahanka,3,1653.0,120.0
4031,Bisuvanahalli,3,1075.0,52.0
4032,7th Phase JP Nagar,2,1212.0,42.0
4033,other,2,1100.0,50.0
4035,other,3,1200.0,145.0
4036,Billekahalli,2,1140.0,50.0
4037,other,2,1200.0,100.0
4038,Kudlu Gate,3,1532.0,83.0
4040,Padmanabhanagar,3,1531.0,75.0
4042,Uttarahalli,2,1325.0,53.0
4043,other,3,1200.0,160.0
4044,Electronic City,3,1156.0,44.0
4046,Bannerghatta Road,2,1260.0,70.0
4047,Vittasandra,2,1934.0,90.0
4048,Malleshpalya,2,1060.0,40.0
4049,Kasavanhalli,3,1476.0,95.0
4050,Murugeshpalya,2,1185.0,85.0
4051,other,3,1265.0,82.0
4053,other,2,1196.0,56.81
4054,EPIP Zone,2,1280.0,69.0
4055,Marathahalli,4,800.0,86.0
4056,Hulimavu,2,1175.0,45.0
4057,other,3,1850.0,98.0
4059,Whitefield,2,1195.0,70.0
4060,Ulsoor,3,2000.0,185.0
4063,Hosur Road,2,1180.0,36.5
4064,Jakkur,2,1050.0,49.87
4065,Electronic City,3,1400.0,40.44
4066,other,4,2360.0,150.0
4067,other,2,1030.0,77.25
4068,other,2,1512.0,65.01
4069,Subramanyapura,2,929.0,48.0
4070,Jigani,3,1252.0,61.0
4071,Green Glen Layout,3,1485.0,115.0
4072,Electronics City Phase 1,3,1124.0,55.0
4074,Indira Nagar,3,1407.0,120.0
4075,Hennur Road,3,1482.0,97.0
4077,Jalahalli,3,1570.0,140.0
4079,Chandapura,1,520.0,14.04
4080,other,3,2000.0,160.0
4081,Prithvi Layout,2,1352.0,75.0
4082,Electronic City,2,1152.0,65.0
4083,other,3,1575.0,93.0
4084,Hegde Nagar,3,1965.0,125.0
4085,other,3,1300.0,70.0
4086,Sarjapur  Road,4,1.0,120.0
4087,Marathahalli,2,957.0,47.0
4088,Hoskote,3,1740.0,60.0
4090,Neeladri Nagar,2,1060.0,35.0
4091,other,2,975.0,50.0
4092,Ramamurthy Nagar,2,1150.0,51.0
4093,Whitefield,3,1738.0,79.0
4094,Bommanahalli,3,1250.0,55.0
4095,Bannerghatta Road,3,1788.0,90.0
4096,Kanakapura,2,1151.0,59.0
4097,Uttarahalli,3,1300.0,60.0
4099,other,2,1380.0,75.0
4100,Hebbal,3,1645.0,117.0
4101,Babusapalaya,2,1141.0,45.9
4102,7th Phase JP Nagar,2,1175.0,82.5
4103,Banashankari Stage V,3,1355.0,61.0
